FIR_Number,Date,District,Police_Station,Latitude,Longitude,Crime_Head,Status
FIR-353/2025-267b,2025-05-13,Tumakuru,Kyathasandra PS,13.32643,77.08004,Robbery,Charge Sheeted
FIR-198/2026-c6f9,2025-09-30,Mysuru City,Saraswathipuram PS,12.26756,76.65734,Murder,Closed
FIR-552/2026-b42c,2025-09-21,Belagavi Dist,Tilakwadi PS,15.84818,74.52143,Assault,Under Investigation
FIR-814/2025-a98d,2025-02-03,Belagavi Dist,Khadebazar PS,15.80134,74.45647,Cyber Crime,Closed
FIR-290/2025-da06,2025-09-04,Belagavi Dist,Tilakwadi PS,15.89209,74.46242,Murder,Charge Sheeted
FIR-818/2026-8754,2025-02-06,Mysuru City,Kuvempunagar PS,12.3279,76.60146,Assault,Under Investigation
FIR-905/2025-b826,2025-09-20,Tumakuru,Kyathasandra PS,13.33851,77.06263,Robbery,Closed
FIR-346/2025-6642,2025-12-08,Mysuru City,Kuvempunagar PS,12.24787,76.61307,NDPS,Charge Sheeted
FIR-176/2026-406a,2025-09-27,Bengaluru City,Koramangala PS,12.96163,77.5617,Murder,Pending Trial
FIR-331/2026-131a,2025-12-15,Mysuru City,Kuvempunagar PS,12.30912,76.62807,Assault,Under Investigation
FIR-925/2025-1730,2025-08-23,Tumakuru,Tumakuru Town PS,13.31721,77.05259,NDPS,Under Investigation
FIR-375/2025-1bdf,2025-07-16,Belagavi Dist,Khadebazar PS,15.8705,74.51065,Theft,Closed
FIR-463/2026-8e38,2025-11-14,Belagavi Dist,Tilakwadi PS,15.80904,74.48237,Cyber Crime,Under Investigation
FIR-950/2026-73fb,2025-01-08,Hubballi Dharwad City,Dharwad Suburban PS,15.40763,75.15998,Murder,Charge Sheeted
FIR-576/2025-0aef,2025-04-16,Belagavi Dist,Belagavi Camp PS,15.79975,74.46029,Assault,Pending Trial
FIR-467/2026-25e1,2025-03-17,Bengaluru City,Indiranagar PS,12.95619,77.63426,Assault,Under Investigation
FIR-681/2026-8c54,2025-09-25,Tumakuru,Kyathasandra PS,13.32699,77.07365,Cyber Crime,Closed
FIR-869/2026-60f0,2025-02-25,Tumakuru,Kyathasandra PS,13.30762,77.09359,NDPS,Charge Sheeted
FIR-443/2025-9eca,2025-12-29,Hubballi Dharwad City,Dharwad Suburban PS,15.33095,75.09565,Cyber Crime,Charge Sheeted
FIR-812/2026-fa3c,2025-01-17,Belagavi Dist,Khadebazar PS,15.86822,74.51897,Theft,Under Investigation
FIR-327/2025-1830,2025-06-22,Bengaluru City,Malleswaram PS,12.92851,77.56098,NDPS,Under Investigation
FIR-377/2025-a6c6,2025-09-26,Hubballi Dharwad City,Hubballi Town PS,15.39853,75.17352,Cyber Crime,Under Investigation
FIR-398/2025-520d,2025-01-03,Bengaluru City,Cubbon Park PS,12.98424,77.56564,Cheating,Pending Trial
FIR-348/2025-90ac,2025-04-27,Belagavi Dist,Khadebazar PS,15.84958,74.53058,Cheating,Pending Trial
FIR-440/2026-9f06,2025-12-27,Belagavi Dist,Belagavi Camp PS,15.87969,74.50579,Cyber Crime,Closed
FIR-947/2025-823d,2025-04-06,Tumakuru,Tumakuru Town PS,13.38184,77.07011,Murder,Pending Trial
FIR-909/2025-d173,2025-09-16,Belagavi Dist,Khadebazar PS,15.81042,74.54237,Murder,Closed
FIR-135/2026-1e7b,2025-07-05,Bengaluru City,Koramangala PS,12.98603,77.60362,Murder,Charge Sheeted
FIR-648/2025-2cd7,2025-12-13,Mysuru City,Kuvempunagar PS,12.3141,76.62467,POCSO,Under Investigation
FIR-300/2025-4311,2025-11-20,Tumakuru,Kyathasandra PS,13.29773,77.09905,Murder,Pending Trial
FIR-103/2026-ae90,2025-02-26,Hubballi Dharwad City,Dharwad Suburban PS,15.33808,75.07746,Assault,Under Investigation
FIR-435/2026-adfd,2025-03-03,Mysuru City,Devaraja PS,12.33159,76.62814,Cheating,Pending Trial
FIR-401/2026-0af9,2025-02-07,Hubballi Dharwad City,Vidyanagar PS,15.33177,75.09112,Robbery,Closed
FIR-674/2025-d84d,2025-03-16,Hubballi Dharwad City,Hubballi Town PS,15.32706,75.14751,Robbery,Closed
FIR-123/2026-3ae9,2025-06-05,Mysuru City,Kuvempunagar PS,12.28285,76.65054,Murder,Pending Trial
FIR-202/2025-cd90,2026-01-01,Tumakuru,Kyathasandra PS,13.37375,77.12985,Assault,Charge Sheeted
FIR-220/2026-0988,2025-06-20,Hubballi Dharwad City,Hubballi Town PS,15.37154,75.1541,Cheating,Under Investigation
FIR-648/2025-51a5,2025-07-18,Tumakuru,Kyathasandra PS,13.34001,77.11522,Theft,Closed
FIR-544/2026-13dd,2025-08-03,Bengaluru City,Indiranagar PS,13.00505,77.63475,NDPS,Under Investigation
FIR-256/2026-5a04,2025-03-09,Tumakuru,Tumakuru Town PS,13.34238,77.05954,Robbery,Pending Trial
FIR-659/2026-0dda,2025-01-12,Mysuru City,Saraswathipuram PS,12.32407,76.60353,Cyber Crime,Under Investigation
FIR-878/2026-88f4,2025-07-02,Tumakuru,Kyathasandra PS,13.2931,77.06682,Murder,Closed
FIR-937/2026-23e3,2025-04-12,Mysuru City,Saraswathipuram PS,12.29374,76.67649,Cyber Crime,Charge Sheeted
FIR-647/2026-2c94,2025-05-28,Tumakuru,Kyathasandra PS,13.29258,77.05395,NDPS,Charge Sheeted
FIR-102/2026-3979,2025-11-02,Mysuru City,Devaraja PS,12.26499,76.64469,Assault,Pending Trial
FIR-631/2025-a09d,2025-06-21,Bengaluru City,Koramangala PS,12.98424,77.64265,Cheating,Charge Sheeted
FIR-830/2026-f4ab,2025-12-22,Tumakuru,Kyathasandra PS,13.32088,77.14402,POCSO,Pending Trial
FIR-122/2026-3ad9,2025-05-28,Hubballi Dharwad City,Vidyanagar PS,15.39706,75.10221,NDPS,Under Investigation
FIR-396/2025-dd1c,2025-01-25,Hubballi Dharwad City,Hubballi Town PS,15.37693,75.15206,Cheating,Closed
FIR-602/2025-03bf,2025-04-22,Mysuru City,Kuvempunagar PS,12.32539,76.65772,POCSO,Under Investigation
FIR-409/2025-0c4d,2025-07-19,Mysuru City,Saraswathipuram PS,12.24981,76.64311,NDPS,Under Investigation
FIR-533/2025-5371,2025-01-11,Belagavi Dist,Tilakwadi PS,15.88084,74.4479,Cheating,Pending Trial
FIR-998/2025-dff5,2025-06-21,Bengaluru City,Malleswaram PS,12.956,77.57708,POCSO,Pending Trial
FIR-584/2026-ce39,2025-09-16,Bengaluru City,Malleswaram PS,12.9749,77.60057,Cheating,Charge Sheeted
FIR-654/2025-742f,2025-11-17,Belagavi Dist,Belagavi Camp PS,15.88432,74.52755,Cheating,Closed
FIR-788/2025-d619,2025-06-03,Bengaluru City,Malleswaram PS,12.93656,77.56579,Cyber Crime,Charge Sheeted
FIR-474/2026-2558,2025-08-07,Bengaluru City,Malleswaram PS,12.96941,77.54834,Murder,Closed
FIR-284/2025-2a8a,2025-11-21,Hubballi Dharwad City,Dharwad Suburban PS,15.41459,75.16742,NDPS,Under Investigation
FIR-119/2026-e341,2025-10-24,Hubballi Dharwad City,Vidyanagar PS,15.41045,75.16889,Robbery,Pending Trial
FIR-893/2026-a837,2025-06-10,Hubballi Dharwad City,Vidyanagar PS,15.33933,75.11475,NDPS,Pending Trial
FIR-165/2025-8a31,2025-11-23,Mysuru City,Saraswathipuram PS,12.32164,76.59438,NDPS,Under Investigation
FIR-185/2026-4fdf,2025-01-06,Hubballi Dharwad City,Dharwad Suburban PS,15.41451,75.14553,POCSO,Closed
FIR-356/2026-0f2c,2025-12-14,Bengaluru City,Malleswaram PS,13.01611,77.59835,Theft,Under Investigation
FIR-207/2026-4d4f,2025-02-28,Tumakuru,Kyathasandra PS,13.32929,77.09559,Cyber Crime,Under Investigation
FIR-357/2026-9de5,2025-05-07,Bengaluru City,Indiranagar PS,12.99438,77.55213,Cyber Crime,Closed
FIR-509/2026-fd13,2025-11-23,Tumakuru,Kyathasandra PS,13.30625,77.0621,POCSO,Under Investigation
FIR-263/2026-e8e7,2025-01-12,Mysuru City,Saraswathipuram PS,12.28675,76.59789,Cheating,Charge Sheeted
FIR-812/2025-a714,2025-08-26,Bengaluru City,Koramangala PS,12.96126,77.61297,Cheating,Pending Trial
FIR-789/2025-708a,2025-08-23,Bengaluru City,Malleswaram PS,12.99956,77.5778,Robbery,Under Investigation
FIR-976/2025-009c,2025-08-09,Belagavi Dist,Belagavi Camp PS,15.80482,74.49237,Cheating,Charge Sheeted
FIR-448/2026-5370,2025-08-05,Belagavi Dist,Khadebazar PS,15.85768,74.48535,Robbery,Under Investigation
FIR-777/2025-98fa,2025-04-07,Mysuru City,Kuvempunagar PS,12.28046,76.63599,POCSO,Charge Sheeted
FIR-904/2026-10ee,2025-01-22,Hubballi Dharwad City,Vidyanagar PS,15.37541,75.14045,Murder,Charge Sheeted
FIR-975/2025-f584,2025-01-01,Bengaluru City,Cubbon Park PS,12.98187,77.55691,Theft,Charge Sheeted
FIR-971/2026-f0f6,2025-08-16,Bengaluru City,Cubbon Park PS,12.98125,77.54637,POCSO,Pending Trial
FIR-861/2026-4f4d,2025-12-22,Tumakuru,Kyathasandra PS,13.32872,77.08763,NDPS,Charge Sheeted
FIR-603/2026-6ec7,2025-12-09,Mysuru City,Saraswathipuram PS,12.25827,76.67583,Cyber Crime,Pending Trial
FIR-703/2026-62a4,2025-10-22,Mysuru City,Kuvempunagar PS,12.34524,76.67199,NDPS,Pending Trial
FIR-480/2025-0597,2025-10-16,Tumakuru,Tumakuru Town PS,13.29968,77.11533,Murder,Pending Trial
FIR-698/2025-74bb,2025-11-25,Mysuru City,Saraswathipuram PS,12.29226,76.5906,Assault,Charge Sheeted
FIR-319/2026-0498,2025-12-18,Tumakuru,Kyathasandra PS,13.33847,77.09805,POCSO,Charge Sheeted
FIR-349/2026-2373,2025-07-13,Belagavi Dist,Belagavi Camp PS,15.82209,74.53695,Theft,Charge Sheeted
FIR-743/2025-f25f,2025-05-23,Mysuru City,Saraswathipuram PS,12.26049,76.64042,Assault,Closed
FIR-733/2026-1ee2,2025-05-02,Hubballi Dharwad City,Hubballi Town PS,15.3658,75.12475,Cyber Crime,Pending Trial
FIR-168/2025-e6cd,2025-04-14,Bengaluru City,Indiranagar PS,12.98279,77.62796,Cyber Crime,Under Investigation
FIR-983/2026-bfac,2025-02-18,Mysuru City,Saraswathipuram PS,12.28825,76.65752,Robbery,Closed
FIR-380/2026-c9aa,2025-08-09,Hubballi Dharwad City,Hubballi Town PS,15.38172,75.12727,NDPS,Under Investigation
FIR-819/2025-cdf5,2025-08-01,Tumakuru,Tumakuru Town PS,13.37135,77.114,POCSO,Under Investigation
FIR-144/2026-2c1c,2025-08-07,Hubballi Dharwad City,Dharwad Suburban PS,15.35921,75.10143,Assault,Closed
FIR-421/2025-8d60,2025-05-20,Mysuru City,Saraswathipuram PS,12.33094,76.65116,Robbery,Closed
FIR-375/2026-bacb,2025-11-29,Bengaluru City,Indiranagar PS,12.97272,77.55222,Cyber Crime,Under Investigation
FIR-746/2026-efd3,2025-09-21,Bengaluru City,Koramangala PS,13.01457,77.58083,NDPS,Closed
FIR-849/2026-567d,2025-05-10,Belagavi Dist,Tilakwadi PS,15.88994,74.47388,Cheating,Under Investigation
FIR-966/2026-fdb7,2025-09-08,Hubballi Dharwad City,Dharwad Suburban PS,15.39484,75.15011,NDPS,Closed
FIR-413/2026-5dd4,2025-03-28,Tumakuru,Tumakuru Town PS,13.3695,77.06217,Assault,Under Investigation
FIR-663/2025-53ac,2025-09-18,Bengaluru City,Koramangala PS,12.98906,77.54642,Murder,Closed
FIR-847/2026-921c,2025-05-29,Hubballi Dharwad City,Dharwad Suburban PS,15.34553,75.07866,Robbery,Pending Trial
FIR-363/2025-ded5,2025-06-13,Belagavi Dist,Khadebazar PS,15.81492,74.53972,Cyber Crime,Under Investigation
FIR-556/2026-a7e0,2025-04-21,Belagavi Dist,Khadebazar PS,15.86791,74.50243,Theft,Pending Trial
FIR-764/2026-f46e,2025-11-30,Tumakuru,Tumakuru Town PS,13.33638,77.12333,Assault,Closed
FIR-170/2026-e52e,2025-09-03,Belagavi Dist,Khadebazar PS,15.88305,74.49092,POCSO,Under Investigation
FIR-402/2025-690d,2025-11-23,Mysuru City,Saraswathipuram PS,12.3055,76.5928,Robbery,Pending Trial
FIR-821/2026-430c,2025-11-08,Tumakuru,Kyathasandra PS,13.34191,77.12066,Theft,Pending Trial
FIR-724/2026-bc25,2025-05-17,Mysuru City,Kuvempunagar PS,12.32804,76.68074,Robbery,Charge Sheeted
FIR-251/2025-3bcf,2025-07-10,Tumakuru,Kyathasandra PS,13.3173,77.13606,POCSO,Charge Sheeted
FIR-192/2025-428b,2025-10-20,Hubballi Dharwad City,Dharwad Suburban PS,15.33582,75.14117,Cheating,Pending Trial
FIR-382/2026-3109,2025-06-17,Belagavi Dist,Belagavi Camp PS,15.81666,74.46116,Robbery,Under Investigation
FIR-116/2026-b83f,2025-12-18,Belagavi Dist,Tilakwadi PS,15.87518,74.51615,Cheating,Under Investigation
FIR-140/2025-68d7,2025-09-19,Tumakuru,Tumakuru Town PS,13.33055,77.11734,Cheating,Under Investigation
FIR-914/2025-e8d5,2025-03-20,Tumakuru,Tumakuru Town PS,13.30293,77.05163,Cheating,Under Investigation
FIR-985/2026-be74,2025-05-14,Belagavi Dist,Tilakwadi PS,15.87489,74.47543,Cheating,Closed
FIR-112/2026-29bf,2025-11-12,Mysuru City,Kuvempunagar PS,12.2796,76.6835,Assault,Pending Trial
FIR-266/2025-3c01,2025-11-26,Hubballi Dharwad City,Vidyanagar PS,15.41114,75.10956,Assault,Under Investigation
FIR-675/2025-157c,2025-07-13,Mysuru City,Kuvempunagar PS,12.28578,76.65369,NDPS,Under Investigation
FIR-169/2026-4b1f,2025-01-25,Tumakuru,Tumakuru Town PS,13.36537,77.09488,Assault,Pending Trial
FIR-547/2025-6414,2025-02-19,Bengaluru City,Indiranagar PS,12.99052,77.61996,Robbery,Under Investigation
FIR-505/2026-5c15,2025-05-21,Belagavi Dist,Tilakwadi PS,15.86873,74.51486,Cheating,Pending Trial
FIR-850/2025-96c8,2025-08-19,Hubballi Dharwad City,Vidyanagar PS,15.3495,75.11164,Cheating,Charge Sheeted
FIR-900/2026-0338,2025-02-24,Bengaluru City,Cubbon Park PS,12.97104,77.59281,NDPS,Under Investigation
FIR-938/2025-c372,2025-03-06,Belagavi Dist,Tilakwadi PS,15.88486,74.47871,Cheating,Closed
FIR-977/2025-fdc5,2025-10-22,Bengaluru City,Malleswaram PS,12.95716,77.55638,POCSO,Closed
FIR-276/2026-083a,2025-09-04,Mysuru City,Kuvempunagar PS,12.29054,76.67197,POCSO,Pending Trial
FIR-900/2025-64c9,2025-05-06,Mysuru City,Devaraja PS,12.28473,76.68354,Cyber Crime,Under Investigation
FIR-557/2026-396c,2025-01-18,Tumakuru,Tumakuru Town PS,13.32452,77.07732,Cheating,Under Investigation
FIR-915/2026-2a05,2025-03-27,Belagavi Dist,Belagavi Camp PS,15.85518,74.467,Robbery,Under Investigation
FIR-710/2025-b925,2025-06-26,Bengaluru City,Cubbon Park PS,12.97451,77.64015,POCSO,Pending Trial
FIR-516/2025-883e,2025-12-02,Tumakuru,Tumakuru Town PS,13.30225,77.10833,Assault,Under Investigation
FIR-296/2026-9573,2025-11-29,Hubballi Dharwad City,Vidyanagar PS,15.3308,75.16774,POCSO,Under Investigation
FIR-799/2026-4650,2025-04-20,Mysuru City,Saraswathipuram PS,12.28098,76.60269,Theft,Under Investigation
FIR-969/2026-7011,2025-10-27,Tumakuru,Kyathasandra PS,13.3356,77.06937,Cyber Crime,Under Investigation
FIR-389/2026-f33e,2025-01-09,Tumakuru,Kyathasandra PS,13.2945,77.06226,Cheating,Charge Sheeted
FIR-779/2025-330c,2025-08-20,Mysuru City,Saraswathipuram PS,12.2709,76.68354,POCSO,Under Investigation
FIR-369/2026-e468,2025-08-28,Belagavi Dist,Khadebazar PS,15.83952,74.44779,Cheating,Under Investigation
FIR-870/2026-237a,2025-05-03,Tumakuru,Tumakuru Town PS,13.30661,77.0568,Robbery,Charge Sheeted
FIR-814/2025-6d0e,2025-01-30,Hubballi Dharwad City,Dharwad Suburban PS,15.31549,75.15483,Robbery,Charge Sheeted
FIR-164/2025-c01b,2025-05-18,Belagavi Dist,Khadebazar PS,15.87178,74.45978,Cheating,Closed
FIR-347/2026-97bd,2025-10-09,Belagavi Dist,Khadebazar PS,15.83097,74.4654,POCSO,Closed
FIR-270/2026-deda,2025-12-24,Belagavi Dist,Khadebazar PS,15.83379,74.45449,Theft,Charge Sheeted
FIR-619/2026-c18c,2025-08-29,Tumakuru,Tumakuru Town PS,13.33569,77.06131,Theft,Closed
FIR-291/2026-0d52,2025-03-16,Hubballi Dharwad City,Dharwad Suburban PS,15.38419,75.11598,Theft,Pending Trial
FIR-277/2026-2582,2025-03-06,Mysuru City,Saraswathipuram PS,12.30352,76.60647,POCSO,Under Investigation
FIR-284/2026-863f,2025-02-04,Hubballi Dharwad City,Dharwad Suburban PS,15.40614,75.15891,NDPS,Under Investigation
FIR-616/2026-2a02,2025-07-31,Hubballi Dharwad City,Vidyanagar PS,15.31793,75.0936,NDPS,Charge Sheeted
FIR-992/2026-edbd,2025-07-30,Hubballi Dharwad City,Hubballi Town PS,15.34527,75.16224,Cyber Crime,Charge Sheeted
FIR-730/2026-66bf,2025-05-15,Belagavi Dist,Khadebazar PS,15.85134,74.54108,Robbery,Under Investigation
FIR-421/2025-d634,2025-09-17,Bengaluru City,Cubbon Park PS,12.99878,77.60922,Robbery,Under Investigation
FIR-673/2026-d1da,2025-12-04,Mysuru City,Devaraja PS,12.24736,76.61166,Murder,Charge Sheeted
FIR-903/2026-0a49,2025-08-21,Tumakuru,Tumakuru Town PS,13.32683,77.13546,Robbery,Charge Sheeted
FIR-757/2026-8ba6,2025-06-10,Mysuru City,Saraswathipuram PS,12.2461,76.61221,Assault,Under Investigation
FIR-491/2025-d108,2025-04-17,Mysuru City,Saraswathipuram PS,12.29008,76.64646,Assault,Pending Trial
FIR-880/2025-d24c,2025-09-24,Mysuru City,Devaraja PS,12.30371,76.66378,Murder,Pending Trial
FIR-897/2026-6b95,2025-12-01,Belagavi Dist,Tilakwadi PS,15.83511,74.51529,POCSO,Pending Trial
FIR-765/2025-df90,2025-03-13,Mysuru City,Saraswathipuram PS,12.3021,76.67903,Cheating,Under Investigation
FIR-992/2026-9028,2025-08-10,Mysuru City,Kuvempunagar PS,12.27532,76.66935,POCSO,Pending Trial
FIR-127/2026-f6d0,2025-01-05,Bengaluru City,Cubbon Park PS,12.96452,77.54927,Robbery,Closed
FIR-905/2026-7636,2025-08-23,Mysuru City,Kuvempunagar PS,12.26833,76.67208,Cheating,Under Investigation
FIR-553/2026-4a39,2025-12-18,Belagavi Dist,Khadebazar PS,15.8459,74.49616,Theft,Pending Trial
FIR-538/2025-1eed,2025-08-15,Tumakuru,Kyathasandra PS,13.35439,77.09876,Cyber Crime,Pending Trial
FIR-858/2026-8a33,2025-03-24,Bengaluru City,Indiranagar PS,12.972,77.6331,Cheating,Under Investigation
FIR-614/2026-0f05,2025-05-19,Tumakuru,Tumakuru Town PS,13.35985,77.07262,POCSO,Charge Sheeted
FIR-178/2026-3c05,2025-11-22,Tumakuru,Tumakuru Town PS,13.34585,77.07703,POCSO,Pending Trial
FIR-722/2025-b8ae,2025-05-12,Bengaluru City,Cubbon Park PS,12.98978,77.60383,Assault,Closed
FIR-960/2026-2cf2,2025-07-11,Mysuru City,Devaraja PS,12.28773,76.59488,Murder,Closed
FIR-615/2025-9b0f,2025-07-23,Belagavi Dist,Khadebazar PS,15.83152,74.45787,Assault,Charge Sheeted
FIR-185/2025-920d,2025-05-17,Belagavi Dist,Tilakwadi PS,15.85206,74.51774,NDPS,Charge Sheeted
FIR-628/2025-5479,2025-03-27,Hubballi Dharwad City,Dharwad Suburban PS,15.3407,75.15373,Murder,Under Investigation
FIR-474/2025-cb9a,2025-09-15,Hubballi Dharwad City,Dharwad Suburban PS,15.34744,75.13173,Robbery,Pending Trial
FIR-890/2025-b9ae,2025-06-06,Mysuru City,Saraswathipuram PS,12.32806,76.68126,Cheating,Pending Trial
FIR-329/2026-67be,2025-02-25,Bengaluru City,Indiranagar PS,12.9863,77.56539,POCSO,Pending Trial
FIR-114/2025-2b3d,2025-09-06,Belagavi Dist,Belagavi Camp PS,15.83247,74.52295,Theft,Charge Sheeted
FIR-940/2025-a722,2025-01-09,Bengaluru City,Cubbon Park PS,12.92756,77.63399,NDPS,Closed
FIR-184/2025-c0b2,2025-03-04,Tumakuru,Tumakuru Town PS,13.34797,77.09172,NDPS,Pending Trial
FIR-855/2025-aa61,2025-07-20,Mysuru City,Kuvempunagar PS,12.27962,76.60703,Assault,Closed
FIR-497/2026-3897,2025-04-26,Bengaluru City,Indiranagar PS,13.0164,77.57608,Theft,Under Investigation
FIR-784/2026-911d,2025-03-11,Mysuru City,Devaraja PS,12.2796,76.61395,Cyber Crime,Closed
FIR-759/2025-1da3,2025-03-22,Mysuru City,Devaraja PS,12.2693,76.68343,Cheating,Pending Trial
FIR-208/2025-063f,2025-04-04,Hubballi Dharwad City,Hubballi Town PS,15.32782,75.14893,NDPS,Pending Trial
FIR-449/2025-4996,2025-04-14,Bengaluru City,Indiranagar PS,12.96409,77.62098,Assault,Charge Sheeted
FIR-654/2025-3407,2025-05-31,Hubballi Dharwad City,Dharwad Suburban PS,15.35254,75.07406,Cyber Crime,Charge Sheeted
FIR-101/2026-2861,2025-06-13,Hubballi Dharwad City,Dharwad Suburban PS,15.3186,75.10101,Theft,Closed
FIR-123/2025-e6b3,2025-11-17,Belagavi Dist,Tilakwadi PS,15.86819,74.48389,Robbery,Under Investigation
FIR-760/2026-ceaa,2025-10-26,Bengaluru City,Koramangala PS,12.98754,77.55115,Murder,Charge Sheeted
FIR-660/2026-1eae,2025-04-13,Mysuru City,Kuvempunagar PS,12.27586,76.61445,Murder,Charge Sheeted
FIR-505/2025-ff7b,2025-11-08,Hubballi Dharwad City,Hubballi Town PS,15.34476,75.08923,Robbery,Closed
FIR-757/2026-ac4f,2025-08-29,Belagavi Dist,Tilakwadi PS,15.80156,74.45999,Cheating,Closed
FIR-918/2025-92fe,2025-05-27,Tumakuru,Kyathasandra PS,13.2951,77.07989,Murder,Charge Sheeted
FIR-592/2025-e836,2025-07-23,Hubballi Dharwad City,Vidyanagar PS,15.37598,75.1494,Theft,Pending Trial
FIR-856/2025-6050,2025-03-05,Belagavi Dist,Khadebazar PS,15.89481,74.5389,Robbery,Under Investigation
FIR-880/2026-abad,2025-05-20,Tumakuru,Kyathasandra PS,13.3126,77.12074,Cheating,Closed
FIR-304/2025-5954,2025-05-11,Tumakuru,Kyathasandra PS,13.30914,77.14243,Murder,Closed
FIR-264/2025-eabd,2025-09-03,Belagavi Dist,Tilakwadi PS,15.82437,74.48001,Robbery,Under Investigation
FIR-826/2025-13b7,2025-11-17,Mysuru City,Devaraja PS,12.25883,76.61233,Robbery,Under Investigation
FIR-255/2026-a93c,2025-01-13,Tumakuru,Kyathasandra PS,13.38895,77.08422,Assault,Pending Trial
FIR-421/2026-fcdf,2025-07-29,Bengaluru City,Koramangala PS,12.93866,77.61512,NDPS,Charge Sheeted
FIR-583/2025-26c6,2025-08-04,Mysuru City,Kuvempunagar PS,12.27151,76.66455,POCSO,Under Investigation
FIR-833/2025-284f,2025-06-28,Hubballi Dharwad City,Vidyanagar PS,15.40106,75.08032,NDPS,Closed
FIR-773/2025-f435,2025-07-31,Hubballi Dharwad City,Dharwad Suburban PS,15.41004,75.15191,NDPS,Pending Trial
FIR-826/2026-d5f5,2025-01-15,Hubballi Dharwad City,Hubballi Town PS,15.36509,75.10343,Theft,Pending Trial
FIR-108/2026-0713,2025-04-26,Belagavi Dist,Tilakwadi PS,15.8297,74.4867,Murder,Charge Sheeted
FIR-741/2025-dcf8,2025-10-09,Bengaluru City,Indiranagar PS,12.98975,77.58769,Assault,Pending Trial
FIR-156/2025-7fc4,2025-06-04,Bengaluru City,Cubbon Park PS,12.98525,77.60387,Cyber Crime,Charge Sheeted
FIR-609/2025-ca2f,2025-04-02,Bengaluru City,Malleswaram PS,12.93696,77.60555,Assault,Pending Trial
FIR-641/2025-8e75,2025-05-25,Bengaluru City,Cubbon Park PS,12.98494,77.5676,Murder,Pending Trial
FIR-613/2026-3b7f,2025-10-31,Mysuru City,Kuvempunagar PS,12.26129,76.68875,Cheating,Closed
FIR-327/2025-5554,2025-07-02,Hubballi Dharwad City,Hubballi Town PS,15.34287,75.1641,Robbery,Under Investigation
FIR-905/2025-3a53,2025-11-08,Belagavi Dist,Tilakwadi PS,15.89583,74.45921,Theft,Closed
FIR-711/2026-6cc1,2025-11-23,Hubballi Dharwad City,Hubballi Town PS,15.34584,75.08278,Cheating,Closed
FIR-530/2026-aef4,2025-03-23,Mysuru City,Saraswathipuram PS,12.31575,76.67812,Theft,Pending Trial
FIR-526/2025-c7e1,2025-10-06,Mysuru City,Saraswathipuram PS,12.28148,76.6785,Murder,Closed
FIR-477/2026-240f,2025-02-08,Hubballi Dharwad City,Vidyanagar PS,15.40845,75.14021,Cyber Crime,Pending Trial
FIR-619/2026-e3cc,2025-07-24,Hubballi Dharwad City,Hubballi Town PS,15.39874,75.16877,POCSO,Under Investigation
FIR-469/2026-d205,2025-07-12,Bengaluru City,Koramangala PS,12.95333,77.61981,Theft,Closed
FIR-403/2026-5c89,2025-02-05,Belagavi Dist,Khadebazar PS,15.87748,74.53799,NDPS,Under Investigation
FIR-677/2025-5071,2025-05-04,Belagavi Dist,Tilakwadi PS,15.81886,74.45132,Theft,Closed
FIR-270/2026-ee28,2025-02-16,Bengaluru City,Indiranagar PS,13.01392,77.61833,Robbery,Under Investigation
FIR-257/2025-86a9,2025-08-05,Belagavi Dist,Belagavi Camp PS,15.88637,74.49391,Robbery,Charge Sheeted
FIR-347/2026-b8c1,2025-12-26,Belagavi Dist,Khadebazar PS,15.86072,74.51657,Assault,Under Investigation
FIR-287/2026-c1cb,2025-07-07,Bengaluru City,Koramangala PS,13.01082,77.60483,Cheating,Charge Sheeted
FIR-301/2025-3032,2025-03-22,Belagavi Dist,Tilakwadi PS,15.8135,74.4735,Theft,Charge Sheeted
FIR-737/2026-9d51,2025-08-27,Belagavi Dist,Tilakwadi PS,15.8264,74.47443,Murder,Charge Sheeted
FIR-625/2026-71a0,2025-11-11,Bengaluru City,Indiranagar PS,12.96091,77.62516,Cheating,Pending Trial
FIR-738/2025-6f14,2025-07-22,Tumakuru,Kyathasandra PS,13.35733,77.10379,Assault,Charge Sheeted
FIR-233/2025-efe3,2025-04-03,Belagavi Dist,Tilakwadi PS,15.84407,74.46475,Assault,Closed
FIR-442/2025-0cba,2025-05-18,Bengaluru City,Cubbon Park PS,12.97656,77.61269,Assault,Under Investigation
FIR-995/2025-90df,2025-05-04,Belagavi Dist,Tilakwadi PS,15.86656,74.4843,Theft,Under Investigation
FIR-258/2026-ac26,2025-02-25,Belagavi Dist,Belagavi Camp PS,15.80318,74.49439,Murder,Closed
FIR-444/2025-6021,2025-06-16,Bengaluru City,Malleswaram PS,12.98665,77.6292,Assault,Under Investigation
FIR-632/2025-d5aa,2025-10-03,Bengaluru City,Malleswaram PS,12.96515,77.61444,Cheating,Charge Sheeted
FIR-868/2026-b9e4,2025-12-05,Belagavi Dist,Belagavi Camp PS,15.8652,74.45278,Theft,Charge Sheeted
FIR-104/2025-2922,2025-03-06,Tumakuru,Tumakuru Town PS,13.37618,77.06139,Assault,Closed
FIR-497/2026-d93d,2025-06-10,Tumakuru,Tumakuru Town PS,13.33766,77.05601,Theft,Under Investigation
